"","Vez","Codigo","C1","C2","EP","C3","C4","EF","Prom","Sust","Final","Curso","Ciclo"
"999","1","136749",13,12,13,11,13,12,12,"ND",12,"Fisica aplicada a la computacion",4
"1000","1","115693",14,13,11,12,12,12,12,"ND",12,"Fisica aplicada a la computacion",4
"1001","1","139655",13,11,12,14,13,12,13,"ND",13,"Fisica aplicada a la computacion",4
"1002","1","134691",12,13,12,13,12,13,13,"ND",13,"Fisica aplicada a la computacion",4
"1003","1","137589",7,12,10,11,12,8,10,"11",11,"Fisica aplicada a la computacion",4
"1004","2","123015",12,13,13,12,14,12,13,"ND",13,"Fisica aplicada a la computacion",4
"1005","1","136442",14,13,12,11,11,12,12,"ND",12,"Fisica aplicada a la computacion",4
"1006","1","139687",12,11,11,14,13,13,13,"ND",13,"Fisica aplicada a la computacion",4
"1007","2","127441",11,13,12,13,11,13,12,"ND",12,"Fisica aplicada a la computacion",4
"1008","1","139947",9,11,8,10,11,8,9,"ND",9,"Fisica aplicada a la computacion",4
"1009","1","136852",14,12,11,14,11,14,12,"ND",12,"Fisica aplicada a la computacion",4
"1010","1","137803",13,11,12,11,12,11,12,"ND",12,"Fisica aplicada a la computacion",4
"1011","1","111961",12,11,13,14,12,10,12,"ND",12,"Fisica aplicada a la computacion",4
"1012","1","196547",14,11,10,13,13,13,12,"ND",12,"Fisica aplicada a la computacion",4
"1013","1","133674",12,8,6,11,11,9,9,"ND",9,"Fisica aplicada a la computacion",4
"1014","1","112350",13,13,11,12,14,12,12,"ND",12,"Fisica aplicada a la computacion",4
"1015","1","64636",13,12,11,13,11,13,12,"ND",12,"Fisica aplicada a la computacion",4
"1016","1","135940",12,12,11,11,12,12,12,"ND",12,"Fisica aplicada a la computacion",4
"1017","1","138181",14,11,12,12,12,12,12,"ND",12,"Fisica aplicada a la computacion",4
"1018","1","140387",14,11,12,13,13,10,12,"ND",12,"Fisica aplicada a la computacion",4
"1019","1","138881",12,12,11,14,13,12,12,"ND",12,"Fisica aplicada a la computacion",4
"1020","1","136009",12,12,12,13,14,12,13,"ND",13,"Fisica aplicada a la computacion",4
"1021","1","129547",12,14,11,11,13,13,12,"ND",12,"Fisica aplicada a la computacion",4
"1022","1","136762",15,14,11,13,11,13,12,"ND",12,"Fisica aplicada a la computacion",4
"1023","2","124981",14,14,12,11,13,11,12,"ND",12,"Fisica aplicada a la computacion",4
"1024","2","112039",13,12,12,11,14,13,13,"ND",13,"Fisica aplicada a la computacion",4
"1025","1","136067",11,14,11,14,14,10,12,"ND",12,"Fisica aplicada a la computacion",4
"1026","1","137823",14,14,13,12,11,10,12,"ND",12,"Fisica aplicada a la computacion",4
"1027","1","138758",13,12,14,11,12,13,13,"ND",13,"Fisica aplicada a la computacion",4
"1028","1","123679",14,11,11,14,11,12,12,"ND",12,"Fisica aplicada a la computacion",4
"1029","1","136926",11,11,12,12,13,11,12,"ND",12,"Fisica aplicada a la computacion",4
"1030","1","136574",11,5,10,12,9,9,9,"11",11,"Fisica aplicada a la computacion",4
"1031","1","138588",11,15,9,15,14,12,13,"ND",13,"Fisica aplicada a la computacion",4
"1032","1","140980",11,12,12,11,12,13,12,"ND",12,"Fisica aplicada a la computacion",4
"1033","1","108555",12,12,14,13,14,11,13,"ND",13,"Fisica aplicada a la computacion",4
"1034","1","136740",11,12,12,14,13,14,13,"ND",13,"Fisica aplicada a la computacion",4
"1035","1","135575",12,11,13,11,12,12,12,"ND",12,"Fisica aplicada a la computacion",4
"1036","1","112036",12,14,14,11,12,14,13,"ND",13,"Fisica aplicada a la computacion",4
"1037","2","126329",12,13,13,14,12,12,13,"ND",13,"Fisica aplicada a la computacion",4
"1038","1","125173",11,11,12,13,13,11,12,"ND",12,"Fisica aplicada a la computacion",4
"1039","1","136634",13,11,7,9,11,10,10,"ND",10,"Fisica aplicada a la computacion",4
"1040","1","140274",12,11,13,13,11,14,13,"ND",13,"Fisica aplicada a la computacion",4
"1041","1","140869",14,12,13,14,13,12,13,"ND",13,"Fisica aplicada a la computacion",4
"1042","1","136734",13,13,11,12,12,13,12,"ND",12,"Fisica aplicada a la computacion",4
"1043","2","122025",12,13,10,13,11,11,11,"ND",11,"Fisica aplicada a la computacion",4
"1044","1","136981",13,11,11,13,13,12,12,"ND",12,"Fisica aplicada a la computacion",4
"1045","1","122070",11,13,14,11,12,13,13,"ND",13,"Fisica aplicada a la computacion",4
"1046","1","139782",13,12,13,13,11,12,12,"ND",12,"Fisica aplicada a la computacion",4
"1047","1","135888",14,13,15,11,14,16,14,"ND",14,"Organizacion y gestion de empresas",4
"1048","1","125630",13,16,12,12,10,13,12,"ND",12,"Organizacion y gestion de empresas",4
"1049","1","136749",12,14,12,11,11,10,11,"ND",11,"Organizacion y gestion de empresas",4
"1050","1","115693",11,13,13,14,11,13,13,"ND",13,"Organizacion y gestion de empresas",4
"1051","1","139655",12,10,12,15,14,13,13,"ND",13,"Organizacion y gestion de empresas",4
"1052","1","134691",14,13,11,15,13,14,13,"ND",13,"Organizacion y gestion de empresas",4
"1053","1","137589",13,12,12,11,11,11,11,"ND",11,"Organizacion y gestion de empresas",4
"1054","2","123015",14,14,16,12,13,14,14,"ND",14,"Organizacion y gestion de empresas",4
"1055","1","136442",14,12,15,11,15,13,14,"ND",14,"Organizacion y gestion de empresas",4
"1056","1","139687",11,7,12,11,12,7,10,"11",11,"Organizacion y gestion de empresas",4
"1057","2","127441",12,14,13,14,15,12,13,"ND",13,"Organizacion y gestion de empresas",4
"1058","1","125698",14,15,14,12,14,15,14,"ND",14,"Organizacion y gestion de empresas",4
"1059","1","139947",12,15,14,11,13,12,13,"ND",13,"Organizacion y gestion de empresas",4
"1060","1","136852",14,13,15,12,14,15,14,"ND",14,"Organizacion y gestion de empresas",4
"1061","1","137803",14,13,15,14,12,14,14,"ND",14,"Organizacion y gestion de empresas",4
"1062","1","111961",15,16,13,12,15,10,13,"ND",13,"Organizacion y gestion de empresas",4
"1063","1","196547",9,14,12,10,13,11,12,"ND",12,"Organizacion y gestion de empresas",4
"1064","1","133674",12,11,16,10,14,10,12,"ND",12,"Organizacion y gestion de empresas",4
"1065","1","112350",12,13,13,14,12,12,13,"ND",13,"Organizacion y gestion de empresas",4
"1066","1","64636",15,14,15,12,12,13,13,"ND",13,"Organizacion y gestion de empresas",4
"1067","1","135940",14,14,12,14,10,11,12,"ND",12,"Organizacion y gestion de empresas",4
"1068","1","138181",12,15,13,13,14,13,13,"ND",13,"Organizacion y gestion de empresas",4
"1069","1","140387",14,13,15,12,15,13,14,"ND",14,"Organizacion y gestion de empresas",4
"1070","1","138881",16,13,14,12,12,14,13,"ND",13,"Organizacion y gestion de empresas",4
"1071","1","144843",11,14,12,14,14,10,12,"ND",12,"Organizacion y gestion de empresas",4
"1072","1","136009",13,13,14,12,15,13,14,"ND",14,"Organizacion y gestion de empresas",4
"1073","1","129547",12,16,13,15,13,14,14,"ND",14,"Organizacion y gestion de empresas",4
"1074","1","136762",15,11,14,15,16,14,14,"ND",14,"Organizacion y gestion de empresas",4
"1075","2","124981",13,15,14,13,13,14,14,"ND",14,"Organizacion y gestion de empresas",4
"1076","2","112039",12,15,15,13,15,14,14,"ND",14,"Organizacion y gestion de empresas",4
"1077","1","136067",19,14,17,10,16,15,15,"ND",15,"Organizacion y gestion de empresas",4
"1078","1","137823",14,14,13,12,11,12,12,"ND",12,"Organizacion y gestion de empresas",4
"1079","1","138758",15,13,16,14,16,15,15,"ND",15,"Organizacion y gestion de empresas",4
"1080","1","123679",14,13,15,12,15,15,14,"ND",14,"Organizacion y gestion de empresas",4
"1081","1","136926",13,13,14,11,14,14,13,"ND",13,"Organizacion y gestion de empresas",4
"1082","1","136574",14,15,15,10,15,13,14,"ND",14,"Organizacion y gestion de empresas",4
"1083","1","138588",13,14,14,14,15,15,14,"ND",14,"Organizacion y gestion de empresas",4
"1084","1","140980",12,15,12,13,11,16,13,"ND",13,"Organizacion y gestion de empresas",4
"1085","1","108555",11,11,10,10,11,8,10,"ND",10,"Organizacion y gestion de empresas",4
"1086","1","136740",12,10,10,11,13,14,12,"ND",12,"Organizacion y gestion de empresas",4
"1087","1","135575",14,12,16,14,14,14,14,"ND",14,"Organizacion y gestion de empresas",4
"1088","1","112036",13,12,11,10,10,8,10,"11",11,"Organizacion y gestion de empresas",4
"1089","1","125173",0,14,12,12,11,10,11,"ND",11,"Organizacion y gestion de empresas",4
"1090","1","136634",12,14,12,13,12,15,13,"ND",13,"Organizacion y gestion de empresas",4
"1091","1","140274",14,14,15,11,14,16,14,"ND",14,"Organizacion y gestion de empresas",4
"1092","1","140869",14,15,16,13,13,15,14,"ND",14,"Organizacion y gestion de empresas",4
"1093","1","136734",11,11,12,14,15,15,14,"ND",14,"Organizacion y gestion de empresas",4
"1094","2","122025",15,14,15,15,10,14,13,"ND",13,"Organizacion y gestion de empresas",4
"1095","1","136981",14,13,16,11,13,14,14,"ND",14,"Organizacion y gestion de empresas",4
"1096","1","122070",15,12,14,13,14,14,14,"ND",14,"Organizacion y gestion de empresas",4
"1097","1","139782",16,14,15,16,15,14,15,"ND",15,"Organizacion y gestion de empresas",4
"1098","1","132138",13,13,13,14,14,10,13,"ND",13,"Organizacion y gestion de empresas",4
"1099","1","135888",12,14,11,14,15,16,14,"ND",14,"Base de datos",5
"1100","1","124610",9,13,14,17,17,9,14,"ND",14,"Base de datos",5
"1101","1","136749",12,14,10,14,11,12,12,"ND",12,"Base de datos",5
"1102","1","144594",10,11,9,13,17,9,12,"ND",12,"Base de datos",5
"1103","1","117711",7,13,11,13,14,6,11,"ND",11,"Base de datos",5
"1104","1","139655",13,13,7,12,14,17,13,"ND",13,"Base de datos",5
"1105","1","117699",10,11,13,10,12,6,10,"ND",10,"Base de datos",5
"1106","1","122856",13,9,10,10,16,7,11,"ND",11,"Base de datos",5
"1107","1","134691",9,17,7,10,6,16,11,"ND",11,"Base de datos",5
"1108","1","136442",10,5,13,5,9,6,8,"ND",8,"Base de datos",5
"1109","1","131224",15,9,10,15,17,13,13,"ND",13,"Base de datos",5
"1110","1","136852",17,8,8,8,17,9,11,"ND",11,"Base de datos",5
"1111","1","139947",5,11,10,6,16,13,12,"ND",12,"Base de datos",5
"1112","1","137803",5,8,12,16,13,17,13,"ND",13,"Base de datos",5
"1113","1","125197",17,10,16,5,6,7,9,"ND",9,"Base de datos",5
"1114","1","123242",5,14,6,9,10,5,8,"11",8,"Base de datos",5
"1115","1","138181",16,11,9,17,14,16,14,"ND",14,"Base de datos",5
"1116","1","136009",16,6,13,5,16,11,12,"ND",12,"Base de datos",5
"1117","1","136762",13,17,15,8,16,8,13,"ND",13,"Base de datos",5
"1118","1","124981",7,9,6,6,12,17,11,"ND",11,"Base de datos",5
"1119","1","167228",12,11,14,6,10,15,12,"ND",12,"Base de datos",5
"1120","1","140557",15,10,5,17,14,6,10,"ND",10,"Base de datos",5
"1121","1","136067",12,13,15,14,13,14,14,"ND",14,"Base de datos",5
"1122","1","109495",12,9,16,6,8,17,12,"ND",12,"Base de datos",5
"1123","2","98412",7,6,7,17,6,17,11,"ND",11,"Base de datos",5
"1124","1","138758",6,13,12,17,14,9,12,"ND",12,"Base de datos",5
"1125","1","156723",12,15,9,17,6,8,10,"ND",10,"Base de datos",5
"1126","1","138588",14,13,14,10,13,10,12,"ND",12,"Base de datos",5
"1127","1","125585",11,6,10,13,7,15,11,"ND",11,"Base de datos",5
"1128","2","127181",7,12,7,12,15,5,10,"ND",10,"Base de datos",5
"1129","1","140980",5,13,17,15,5,14,12,"ND",12,"Base de datos",5
"1130","3","78851",7,16,10,10,7,13,10,"12",11,"Base de datos",5
"1131","1","126703",16,16,11,8,12,17,13,"ND",13,"Base de datos",5
"1132","1","79874",10,10,8,17,15,6,11,"ND",11,"Base de datos",5
"1133","1","140274",5,15,8,8,17,9,11,"ND",11,"Base de datos",5
"1134","1","136734",15,16,14,8,8,5,10,"ND",10,"Base de datos",5
"1135","1","136981",14,16,9,12,11,16,13,"ND",13,"Base de datos",5
"1136","1","122070",10,7,17,8,9,16,12,"ND",12,"Base de datos",5
"1137","1","135888",12,12,11,13,12,13,12,"ND",12,"Estadistica y Probabilidades",5
"1138","1","124610",12,12,11,8,12,11,11,"ND",11,"Estadistica y Probabilidades",5
"1139","1","136749",11,11,13,12,11,13,12,"ND",12,"Estadistica y Probabilidades",5
"1140","1","144594",10,10,13,12,11,11,11,"ND",11,"Estadistica y Probabilidades",5
"1141","1","117711",8,8,13,14,13,8,11,"ND",11,"Estadistica y Probabilidades",5
"1142","1","139655",14,14,9,13,15,14,13,"ND",13,"Estadistica y Probabilidades",5
"1143","1","117699",14,14,11,15,11,14,13,"ND",13,"Estadistica y Probabilidades",5
"1144","3","122856",12,12,13,13,11,6,11,"ND",11,"Estadistica y Probabilidades",5
"1145","1","134691",12,12,12,14,14,14,13,"ND",13,"Estadistica y Probabilidades",5
"1146","1","136442",11,11,17,13,12,15,14,"ND",14,"Estadistica y Probabilidades",5
"1147","1","131224",15,15,14,12,14,10,13,"ND",13,"Estadistica y Probabilidades",5
"1148","1","136852",13,13,16,15,15,15,15,"ND",15,"Estadistica y Probabilidades",5
"1149","1","139947",9,9,8,10,7,12,9,"ND",9,"Estadistica y Probabilidades",5
"1150","1","137803",10,10,11,12,11,8,10,"ND",10,"Estadistica y Probabilidades",5
"1151","1","125197",12,12,11,13,13,11,12,"ND",12,"Estadistica y Probabilidades",5
"1152","1","138181",15,15,13,15,12,11,13,"ND",13,"Estadistica y Probabilidades",5
"1153","1","136009",12,12,11,13,12,13,12,"ND",12,"Estadistica y Probabilidades",5
"1154","1","136762",12,12,11,10,11,10,11,"ND",11,"Estadistica y Probabilidades",5
"1155","1","124981",13,13,15,8,13,14,13,"ND",13,"Estadistica y Probabilidades",5
"1156","1","167228",13,13,12,11,11,7,10,"10",11,"Estadistica y Probabilidades",5
"1157","1","140557",15,15,15,13,12,11,13,"ND",13,"Estadistica y Probabilidades",5
"1158","1","136067",10,10,9,13,11,12,11,"ND",11,"Estadistica y Probabilidades",5
"1159","1","109495",13,13,9,0,0,0,3,"ND",3,"Estadistica y Probabilidades",5
"1160","2","98412",14,14,11,12,13,7,11,"ND",11,"Estadistica y Probabilidades",5
"1161","1","138758",16,16,12,13,14,14,14,"ND",14,"Estadistica y Probabilidades",5
"1162","1","138588",12,12,15,14,14,16,15,"ND",15,"Estadistica y Probabilidades",5
"1163","1","125585",14,14,12,15,14,13,13,"ND",13,"Estadistica y Probabilidades",5
"1164","2","127181",14,14,11,12,12,9,11,"ND",11,"Estadistica y Probabilidades",5
"1165","1","140980",16,16,15,15,14,14,15,"ND",15,"Estadistica y Probabilidades",5
"1166","1","97263",13,13,11,8,9,12,10,"12",11,"Estadistica y Probabilidades",5
"1167","3","78851",14,14,12,14,13,13,13,"ND",13,"Estadistica y Probabilidades",5
"1168","1","126703",13,13,13,12,14,11,12,"ND",12,"Estadistica y Probabilidades",5
"1169","1","79874",15,15,14,13,13,11,13,"ND",13,"Estadistica y Probabilidades",5
"1170","1","140274",16,16,13,16,15,11,14,"ND",14,"Estadistica y Probabilidades",5
"1171","1","136734",14,14,11,10,13,15,13,"ND",13,"Estadistica y Probabilidades",5
"1172","1","136981",14,14,17,15,17,10,15,"ND",15,"Estadistica y Probabilidades",5
"1173","1","122070",14,14,14,16,15,12,14,"ND",14,"Estadistica y Probabilidades",5
"1174","1","139016",14,14,12,14,12,16,14,"ND",14,"Estadistica y Probabilidades",5
"1175","1","1010",13,13,9,11,12,12,11,"ND",11,"Estadistica y Probabilidades",5
"1176","1","100985",14,14,15,14,15,16,15,"ND",15,"Estadistica y Probabilidades",5
"1177","1","139782",16,16,17,16,17,14,16,"ND",16,"Estadistica y Probabilidades",5
"1178","1","132138",14,14,12,13,15,12,13,"ND",13,"Estadistica y Probabilidades",5
"1179","1","136943",14,16,13,17,16,16,15,"ND",15,"Interaccion Hombre Computador",5
"1180","1","135888",11,13,16,15,15,10,14,"ND",14,"Interaccion Hombre Computador",5
"1181","1","139429",13,15,11,14,15,12,13,"ND",13,"Interaccion Hombre Computador",5
"1182","1","134691",14,15,15,16,16,15,15,"ND",15,"Interaccion Hombre Computador",5
"1183","1","72966",11,13,11,10,9,6,9,"12",11,"Interaccion Hombre Computador",5
"1184","1","131355",9,13,10,13,15,11,12,"ND",12,"Interaccion Hombre Computador",5
"1185","1","139669",11,12,12,14,15,7,12,"ND",12,"Interaccion Hombre Computador",5
"1186","1","136009",14,16,15,16,16,10,14,"ND",14,"Interaccion Hombre Computador",5
"1187","1","139137",11,12,11,10,10,11,11,"ND",11,"Interaccion Hombre Computador",5
"1188","1","136067",15,17,18,18,17,20,18,"ND",18,"Interaccion Hombre Computador",5
"1189","1","138758",13,15,14,17,17,13,15,"ND",15,"Interaccion Hombre Computador",5
"1190","1","156723",15,16,16,15,15,15,15,"ND",15,"Interaccion Hombre Computador",5
"1191","1","138542",13,15,16,17,16,15,16,"ND",16,"Interaccion Hombre Computador",5
"1192","1","138588",15,16,16,17,16,15,16,"ND",16,"Interaccion Hombre Computador",5
"1193","1","90594",14,16,16,15,15,12,14,"ND",14,"Interaccion Hombre Computador",5
"1194","1","140980",15,15,14,16,14,11,13,"11",13,"Interaccion Hombre Computador",5
"1195","1","136546",14,15,16,17,16,16,16,"ND",16,"Interaccion Hombre Computador",5
"1196","1","127102",12,13,14,13,13,14,13,"ND",13,"Interaccion Hombre Computador",5
"1197","1","140274",14,16,15,17,17,13,15,"ND",15,"Interaccion Hombre Computador",5
"1198","1","136981",14,15,15,17,16,15,15,"ND",15,"Interaccion Hombre Computador",5
"1199","1","131387",14,16,15,17,16,16,16,"ND",16,"Interaccion Hombre Computador",5
"1200","1","133194",9,6,11,16,16,8,12,"ND",12,"Interaccion Hombre Computador",5
"1201","1","139782",16,17,17,16,16,15,16,"ND",16,"Interaccion Hombre Computador",5
"1202","1","132138",12,15,9,15,15,10,12,"ND",12,"Interaccion Hombre Computador",5
"1203","1","136943",15,14,13,11,16,15,14,"ND",14,"Ingenieria de Software 1",5
"1204","1","135888",13,14,14,17,15,15,15,"ND",15,"Ingenieria de Software 1",5
"1205","1","139429",16,12,15,11,14,11,13,"ND",13,"Ingenieria de Software 1",5
"1206","1","134691",15,15,13,13,17,14,15,"ND",15,"Ingenieria de Software 1",5
"1207","2","72966",11,13,11,10,9,6,9,"12",11,"Ingenieria de Software 1",5
"1208","1","131355",9,13,10,13,15,11,12,"ND",12,"Ingenieria de Software 1",5
"1209","1","139669",11,13,12,14,15,7,12,"ND",12,"Ingenieria de Software 1",5
"1210","1","136009",14,13,15,16,16,10,14,"ND",14,"Ingenieria de Software 1",5
"1211","1","139137",11,13,11,10,10,11,11,"ND",11,"Ingenieria de Software 1",5
"1212","1","136067",13,15,12,14,14,10,13,"ND",13,"Ingenieria de Software 1",5
"1213","1","138758",13,13,14,17,17,13,15,"ND",15,"Ingenieria de Software 1",5
"1214","2","156723",15,13,16,15,15,15,15,"ND",15,"Ingenieria de Software 1",5
"1215","1","138542",13,13,14,15,16,15,15,"ND",15,"Ingenieria de Software 1",5
"1216","1","138588",12,13,12,14,14,12,13,"ND",13,"Ingenieria de Software 1",5
"1217","1","90594",14,13,16,15,15,12,14,"ND",14,"Ingenieria de Software 1",5
"1218","1","140980",15,13,12,16,14,11,13,"ND",13,"Ingenieria de Software 1",5
"1219","1","136546",14,13,16,17,16,16,16,"ND",16,"Ingenieria de Software 1",5
"1220","2","127102",12,13,14,13,13,14,13,"ND",13,"Ingenieria de Software 1",5
"1221","1","140274",14,13,15,17,17,13,15,"ND",15,"Ingenieria de Software 1",5
"1222","1","136981",14,13,15,17,16,15,15,"ND",15,"Ingenieria de Software 1",5
"1223","1","131387",14,13,15,17,16,16,15,"ND",15,"Ingenieria de Software 1",5
"1224","1","133194",9,14,6,13,12,8,10,"11",11,"Ingenieria de Software 1",5
"1225","1","139782",16,17,17,16,16,15,16,"ND",16,"Ingenieria de Software 1",5
"1226","1","132138",12,15,9,15,15,10,12,"ND",12,"Ingenieria de Software 1",5
"1227","1","136943",16,19,18,11,16,15,16,"ND",16,"Desarrollo de Aplicaciones",6
"1228","1","135888",16,18,19,17,15,15,16,"ND",16,"Desarrollo de Aplicaciones",6
"1229","1","139429",16,12,18,11,14,11,14,"ND",14,"Desarrollo de Aplicaciones",6
"1230","1","134691",15,15,13,13,17,14,15,"ND",15,"Desarrollo de Aplicaciones",6
"1231","2","72966",11,13,11,10,9,6,9,"12",11,"Desarrollo de Aplicaciones",6
"1232","1","131355",9,13,10,13,15,11,12,"ND",12,"Desarrollo de Aplicaciones",6
"1233","1","139669",11,13,12,14,15,7,12,"ND",12,"Desarrollo de Aplicaciones",6
"1234","1","136009",14,13,15,16,16,10,14,"ND",14,"Desarrollo de Aplicaciones",6
"1235","1","139137",11,13,11,10,10,11,11,"ND",11,"Desarrollo de Aplicaciones",6
"1236","1","136067",12,15,16,15,13,13,14,"ND",14,"Desarrollo de Aplicaciones",6
"1237","1","138758",13,13,14,17,17,13,15,"ND",15,"Desarrollo de Aplicaciones",6
"1238","2","156723",15,13,16,15,15,15,15,"ND",15,"Desarrollo de Aplicaciones",6
"1239","1","138542",13,13,14,15,16,15,15,"ND",15,"Desarrollo de Aplicaciones",6
"1240","1","138588",12,13,12,14,14,12,13,"ND",13,"Desarrollo de Aplicaciones",6
"1241","1","90594",14,13,16,15,15,12,14,"ND",14,"Desarrollo de Aplicaciones",6
"1242","1","140980",15,13,12,16,14,11,13,"ND",13,"Desarrollo de Aplicaciones",6
"1243","1","136546",14,13,16,17,16,16,16,"ND",16,"Desarrollo de Aplicaciones",6
"1244","2","127102",12,13,14,13,13,14,13,"ND",13,"Desarrollo de Aplicaciones",6
"1245","1","140274",14,13,15,17,17,13,15,"ND",15,"Desarrollo de Aplicaciones",6
"1246","1","136981",14,13,15,17,16,15,15,"ND",15,"Desarrollo de Aplicaciones",6
"1247","1","131387",14,13,15,17,16,16,15,"ND",15,"Desarrollo de Aplicaciones",6
"1248","1","133194",9,14,6,13,12,8,10,"11",11,"Desarrollo de Aplicaciones",6
"1249","1","139782",16,17,17,16,16,15,16,"ND",16,"Desarrollo de Aplicaciones",6
"1250","1","132138",12,15,9,15,15,10,12,"ND",12,"Desarrollo de Aplicaciones",6
"1251","1","136943",14,14,15,13,14,10,13,"ND",13,"Ingenieria de Software 2",6
"1252","1","135888",10,11,14,10,15,15,13,"ND",13,"Ingenieria de Software 2",6
"1253","1","139429",12,14,10,10,10,14,12,"ND",12,"Ingenieria de Software 2",6
"1254","1","134691",10,14,15,15,16,16,15,"ND",15,"Ingenieria de Software 2",6
"1255","1","72966",11,13,13,16,11,16,14,"ND",14,"Ingenieria de Software 2",6
"1256","1","131355",15,12,16,10,14,11,13,"ND",13,"Ingenieria de Software 2",6
"1257","2","139669",12,11,10,8,11,11,10,"13",11,"Ingenieria de Software 2",6
"1258","1","136009",11,12,10,10,16,11,12,"ND",12,"Ingenieria de Software 2",6
"1259","1","136067",17,17,16,17,14,12,15,"ND",15,"Ingenieria de Software 2",6
"1260","1","138758",15,15,14,15,14,13,14,"ND",14,"Ingenieria de Software 2",6
"1261","1","138542",14,12,13,13,10,10,11,"ND",11,"Ingenieria de Software 2",6
"1262","1","138588",11,14,13,16,17,8,13,"ND",13,"Ingenieria de Software 2",6
"1263","1","90594",13,15,16,14,16,11,14,"ND",14,"Ingenieria de Software 2",6
"1264","1","140980",16,10,15,14,15,16,15,"11",15,"Ingenieria de Software 2",6
"1265","1","136546",13,11,13,10,15,15,13,"ND",13,"Ingenieria de Software 2",6
"1266","1","140274",13,13,13,12,13,11,12,"ND",12,"Ingenieria de Software 2",6
"1267","1","136981",14,12,12,12,14,14,13,"ND",13,"Ingenieria de Software 2",6
"1268","1","131387",10,12,10,16,15,10,12,"ND",12,"Ingenieria de Software 2",6
"1269","1","139782",11,15,16,10,11,15,13,"ND",13,"Ingenieria de Software 2",6
"1270","1","132138",14,12,10,15,14,11,12,"ND",12,"Ingenieria de Software 2",6
"1271","1","135888",13,13,17,9,17,16,15,"ND",15,"Modelado de Proceso de Negocios 1",6
"1272","1","124610",10,10,16,14,18,10,14,"ND",14,"Modelado de Proceso de Negocios 1",6
"1273","1","136749",11,11,16,11,18,9,14,"ND",14,"Modelado de Proceso de Negocios 1",6
"1274","1","144594",13,13,8,15,16,16,14,"ND",14,"Modelado de Proceso de Negocios 1",6
"1275","1","117711",13,13,18,10,16,9,13,"ND",13,"Modelado de Proceso de Negocios 1",6
"1276","1","139655",16,16,15,16,11,8,12,"ND",12,"Modelado de Proceso de Negocios 1",6
"1277","1","134691",12,12,10,13,11,17,13,"ND",13,"Modelado de Proceso de Negocios 1",6
"1278","1","136442",8,8,8,12,18,8,12,"ND",12,"Modelado de Proceso de Negocios 1",6
"1279","1","136852",11,11,18,8,8,8,10,"ND",10,"Modelado de Proceso de Negocios 1",6
"1280","1","139947",12,12,9,18,11,9,11,"ND",11,"Modelado de Proceso de Negocios 1",6
"1281","1","137803",16,16,14,16,13,11,13,"ND",13,"Modelado de Proceso de Negocios 1",6
"1282","2","125197",8,8,13,17,8,17,13,"ND",13,"Modelado de Proceso de Negocios 1",6
"1283","1","138181",10,10,12,14,8,12,11,"ND",11,"Modelado de Proceso de Negocios 1",6
"1284","1","136009",10,10,8,12,11,11,10,"ND",10,"Modelado de Proceso de Negocios 1",6
"1285","1","136762",18,18,17,10,12,16,14,"ND",14,"Modelado de Proceso de Negocios 1",6
"1286","1","124981",16,16,8,13,13,16,13,"ND",13,"Modelado de Proceso de Negocios 1",6
"1287","1","167228",17,17,16,10,10,8,11,"ND",11,"Modelado de Proceso de Negocios 1",6
"1288","1","140557",8,8,12,17,16,10,13,"ND",13,"Modelado de Proceso de Negocios 1",6
"1289","1","136067",17,17,18,17,20,13,17,"ND",17,"Modelado de Proceso de Negocios 1",6
"1290","1","109495",10,10,12,9,11,18,13,"ND",13,"Modelado de Proceso de Negocios 1",6
"1291","1","138758",17,17,14,17,13,16,15,"ND",15,"Modelado de Proceso de Negocios 1",6
"1292","1","156723",8,8,12,18,10,18,13,"ND",13,"Modelado de Proceso de Negocios 1",6
"1293","1","138588",17,17,17,17,20,12,17,"ND",17,"Modelado de Proceso de Negocios 1",6
"1294","2","125585",18,18,11,18,10,8,12,"ND",12,"Modelado de Proceso de Negocios 1",6
"1295","1","127181",12,12,14,12,17,10,13,"ND",13,"Modelado de Proceso de Negocios 1",6
"1296","1","140980",12,12,13,14,11,11,12,"ND",12,"Modelado de Proceso de Negocios 1",6
"1297","1","126703",12,12,11,18,9,15,13,"ND",13,"Modelado de Proceso de Negocios 1",6
"1298","1","79874",15,15,14,16,11,16,14,"ND",14,"Modelado de Proceso de Negocios 1",6
"1299","1","140274",13,13,11,9,16,12,13,"ND",13,"Modelado de Proceso de Negocios 1",6
"1300","1","136734",11,11,9,11,10,10,10,"12",11,"Modelado de Proceso de Negocios 1",6
"1301","1","136981",10,10,12,8,12,14,12,"ND",12,"Modelado de Proceso de Negocios 1",6
"1302","1","122070",8,8,14,17,16,8,13,"ND",13,"Modelado de Proceso de Negocios 1",6
"1303","1","136943",9,8,11,11,12,8,10,"12",11,"Sistema Gestor de Base de Datos",6
"1304","1","135888",15,15,14,11,9,12,12,"ND",12,"Sistema Gestor de Base de Datos",6
"1305","1","134691",12,11,14,9,12,9,11,"ND",11,"Sistema Gestor de Base de Datos",6
"1306","1","72966",10,9,10,10,13,11,11,"12",11,"Sistema Gestor de Base de Datos",6
"1307","1","131355",12,13,15,13,11,11,12,"ND",12,"Sistema Gestor de Base de Datos",6
"1308","1","139669",15,11,15,11,13,15,14,"ND",14,"Sistema Gestor de Base de Datos",6
